username,text,likes,date
@farrukhussain1,"THERE'S NO MORE ISRAEL! THE OCCUPATION HAS BEEN FINISHED! ZIONISM HAS BEEN DESTROYED!  THERE WAS, IS AND ALWAYS WILL BE THE ONE&ONLY #PALESTINE WHERE MUSLIMS, CHRISTIANS AND JEWS HAVE EQUAL RIGHTS!🇵🇸✌️#UNITED4PALESTINE4EVER",0,"Dec 8, 2023 · 3:37 AM UTC"
@vapelordbonk,protests for tomorrow! this account often posts international protests for Palestine so if you are near one you should go! use your voice and remember be safe at protests,5,"Dec 8, 2023 · 2:46 AM UTC"
@LatuffCartoons,"There is no ""Jewish lobby"" in defense of Judaism or the Jewish people. What exists, then, is a pro-#Israel lobby, to shield the Israeli state from criticism of its policies of apartheid and ethnic cleansing in #Palestine. #Gaza_Genocide #Gaza",119,"Dec 7, 2023 · 4:22 PM UTC"
@beomskiii,IM SORRY NUNI YOURE THE LAST ONE I WANTED TO HURT 💔💔💔💔💔,0,"Dec 8, 2023 · 3:37 AM UTC"
@StanleyCohenLaw,"Over these past 25 years I have lost dozens of clients, friends & those I consider & who considered me to be family to the death squads of Israel throughout Palestine; many more disappeared. Young & not, male, female & in between, Muslim, Christian & not they brought diversity to",225,"Dec 8, 2023 · 1:38 AM UTC"
@blueberryeris,help palestine 🇵🇸 https://www.pcrf.net/,1275,"Dec 6, 2023 · 8:22 PM UTC"
@SanaSaeed,"Israel depends on exploited labor. Foreign workers have left & Palestinians have had their work permits suspended. Plus, 300k+ reservists not working.  Indian unions have refused to replace Palestinians, so Israel has turned to African labor (BBC)",984,"Dec 7, 2023 · 11:19 PM UTC"
@Eagle_N1nja,At least we got some release dates for a couple games,1,"Dec 8, 2023 · 3:37 AM UTC"
@anotherroamer,Our Nasi brother is headed to eternal lands for good now. Thank you @itranslate123  We will keep going on. And carry Palestine in all ways we can.,0,"Dec 8, 2023 · 3:37 AM UTC"
@patriach2051,Round and round we go,156,"Dec 7, 2023 · 9:42 PM UTC"
@KathrynJane805,CCP is NOT involved in the WEF. Read my lips.,0,"Dec 8, 2023 · 3:37 AM UTC"
@TorahJudaism,"What Zionists cannot tolerate is seeing Jews supporting Palestine.  The Zionist police raid the anti-Zionist Jewish neighborhood of Mea Shearim in Jerusalem, the Holy City, and try to take down the Palestinian flags that are pasted on the walls of the neighborhood.",2552,"Dec 7, 2023 · 6:49 AM UTC"
@QueenNadz6,To who? Anyways defund Israel and free Palestine,0,"Dec 8, 2023 · 3:37 AM UTC"
@yoyokoolaid,To say that people in Palestine don’t need celebrities/twt accounts/influencers to speak up is ridiculous since literal kids are making videos from the middle of a genocide to plead with people (ALL people) to hear them and help them by spreading awareness.,4503,"Dec 6, 2023 · 1:43 PM UTC"
@coimetrophilic,and the way she did it so much better 😭,0,"Dec 8, 2023 · 3:37 AM UTC"
@Lamis_Deek,"Forever alive, forever, forever",7669,"Dec 7, 2023 · 8:32 PM UTC"
@HashashinTag,Palestine of course is famous for not having any women; Palestinian babies grow on olive trees,1363,"Dec 7, 2023 · 10:44 AM UTC"
@scobblelotcher,sure genocide justifier #InvokeGenocideConvention,0,"Dec 8, 2023 · 3:37 AM UTC"
@AnishDLS1,"TOTK, LESSGOOOO  ONE STEP CLOSER TO GOTY",5,"Dec 8, 2023 · 3:37 AM UTC"
@_Luis_Lebron,"The phrase ""from the river to the sea Palestine will be free"" does not imply a call to eliminate Israelis. In fact, that is a chant of liberation from years of oppression and discrimination. @cnn",0,"Dec 8, 2023 · 3:37 AM UTC"
@cjwerleman,"This was Refaat's final tweet. He was murdered by Israeli forces today. Every Democrat has his blood, and that of 20,000 others, on their hands. Never forget. Never forgive.",1064,"Dec 7, 2023 · 7:57 PM UTC"
@attillamattilla,do u understand the gravity of this,23953,"Dec 7, 2023 · 12:07 PM UTC"
@Zokko18,"He hasn't killed ANY kids of course..  This is mass hysteria. These people are losing their minds on account of their obsession with, and non-stop consumption of propaganda about, Palestine.",388,"Dec 7, 2023 · 7:58 PM UTC"
@Innocentpiet1,Then.....,2,"Dec 7, 2023 · 10:17 AM UTC"
@vapelordbonk,many threads include change but do not chip in on their website if you are trying to donate TO Palestine they do not give their money to their causes  https://lifehacker.com/before-you-chip-in-on-change-org-read-this-1843998045,4,"Dec 8, 2023 · 2:46 AM UTC"
@realRickWiles,Zionist zealots' AI war god chose this child's home to destroy tonight. Death by Artificial Intelligence! What planet are we living on in 2023? Humankind crossed the Rubicon in fall 2023. An AI god is choosing who will die each hour in Palestine.,419,"Dec 8, 2023 · 1:35 AM UTC"
@tune_86,Totk finally won something lol,2,"Dec 8, 2023 · 3:37 AM UTC"
@BISBAAS_,"""why are there no women in the picture""  1.3k likes.....",8456,"Dec 7, 2023 · 6:02 PM UTC"
@Imani_Barbarin,Remember how Biden campaigned specifically on keeping disabled people safe from COVID?   Right.,2625,"Dec 7, 2023 · 10:49 PM UTC"
@SaeedDiCaprio,refaat has died in an airstrike. please read his pinned post.,72521,"Dec 7, 2023 · 8:43 PM UTC"
@MarinaMedvin,"I just read some really interesting interviews with Arabs who watched the October 7 Palestinian-recorded footage compilation that Israel plays for reporters.  The most interesting statement came from Youssef Elazhari of Morocco: “In Morocco, Palestine is considered a noble cause but they don’t know who they are championing, they don’t know s*** …  Hamas killed people and took hostages. That’s just telling the Israelis ‘come to my house and look for them. Hamas has no concept of failure: if you kill someone it’s glory, if you die, it’s also glory. There’s just no end.”  The group is part of a delegation meeting with American leaders and advocating for peace. The organization is called Sharaka, founded after the Abraham Accords. Members included individuals from Syria, Lebanon, Bahrain, Saudi Arabia, and Morocco.  https://www.dailywire.com/news/i-couldnt-breathe-watch-arabs-react-after-screening-footage-of-hamas-slaughtering-civilians",361,"Dec 8, 2023 · 1:55 AM UTC"
@angeloinchina,The Nazis did it to them  Now they do it to Palestinians,18835,"Dec 7, 2023 · 4:34 PM UTC"
@winterhartarts,I need to get back to that and finish the last fight already,0,"Dec 8, 2023 · 3:36 AM UTC"
@yourenottheguy,He made these for them Latino boys he dont play about,3940,"Dec 7, 2023 · 8:10 PM UTC"
@rossdravitski,So we now know  Where Jacinda Adern stands as she is part of Harvard no wonder we haven’t heard her speaking lately. Hopefully she settles in Palestine,0,"Dec 8, 2023 · 3:36 AM UTC"
@3inthemorningov,Lol it’s not 99 percent black women or gay dudes. Though I do see more black women openly supporting Palestine then they do Israel.,0,"Dec 8, 2023 · 3:36 AM UTC"
@Innocentpiet1,In hell too....,3,"Dec 7, 2023 · 6:57 PM UTC"
@Resist_05,"Palestinian Journalist Moataz Azaiza says no matter how hard life gets, he will never leave his land for the Zionists.",39514,"Dec 7, 2023 · 11:29 AM UTC"
@sawtytism,this will never NOT be funny,516,"Dec 7, 2023 · 6:45 AM UTC"
@ggreenwald,Please imprint this on everyone's brains:,2997,"Dec 7, 2023 · 1:04 PM UTC"
@AnnieYuki_arts,Women💜? Men💛?  M O N E Y ✨ #jjk #shokohime #satosugu,106,"Dec 6, 2023 · 2:57 AM UTC"
@IsraelWarRoom,"This afternoon, hours before the start of Hanukkah, a man opened fire at a synagogue in Albany, NY. Thankfully no one was injured. Police arrived on the scene and arrested him; he said ""Free Palestine"" as he was apprehended. The shooting is being investigated as a hate crime.",191,"Dec 8, 2023 · 1:15 AM UTC"
@RobertZ60423932,Palestine picked it up while they were teaming up with Hitler.,0,"Dec 8, 2023 · 3:36 AM UTC"
@shimmeringolds,"For me, they are the most powerful women in media.",63116,"Dec 7, 2023 · 1:43 PM UTC"
@katelap,"It's utterly horrifying that we are organising a webinar with health workers in Palestine but have no way of ensuring they will have a safe place to speak from, that their workplace will still exist on Monday. PSI affiliates, please join us.",2,"Dec 8, 2023 · 3:16 AM UTC"
@raeextrajoss,i pray for the downfall of israel and ceasefire for palestine,0,"Dec 8, 2023 · 3:36 AM UTC"
@oingoboingo2000,🖕🏾 Hamas and Palestine. Wipe em out 🇮🇱,0,"Dec 8, 2023 · 3:36 AM UTC"
@StopAntisemites,Unknown? He yelled “Free Palestine” as he shot off a round and tore off an Israeli flag or sign.   His motive is loud and clear.,65,"Dec 8, 2023 · 2:52 AM UTC"
@AlkhidmatOrg,Cairo: Alkhidmat Gaza Supply Warehouse is dedicated to dispatching vital supplies to Gaza.  #Palestine #Alkhidmat #Pakistan #Gaza #Emergency #Relief,143,"Dec 7, 2023 · 1:01 PM UTC"
@mythrilclaws,I just can’t enjoy TLOU anymore now that the devs all came out as Zionist shitheads.,0,"Dec 8, 2023 · 3:36 AM UTC"
@ChrisKolen001,A mural in South Africa containing drawings in solidarity with Palestine.  #أبوعبيدة #Gaza,26,"Dec 8, 2023 · 2:06 AM UTC"
@theresnooneroad,"i made one of these for work so i figured i would post it here, please consider donating esims to palestine to keep them connected. it’s a short process and plans start at $4 USD. you don’t need to know ANYTHING about esims to do it. just a card and an email. #ConnectingGaza 🇵🇸",0,"Dec 8, 2023 · 3:36 AM UTC"
@NFLonFOX,The @AtlantaFalcons weren’t giving @Bijan5Robinson  No. 7 without @MichaelVick ’s permission 💯,492,"Dec 7, 2023 · 9:36 PM UTC"
@SaeedDiCaprio,why are they always fantasizing about harming black people 😭,57781,"Dec 6, 2023 · 9:22 PM UTC"
@CheemieCheemo,idk why the fuck i like mukbangs so much. it feels perverse.,1,"Dec 8, 2023 · 3:36 AM UTC"
@elonmusk,Congratulations on the award! Well-deserved.,130904,"Dec 7, 2023 · 3:00 PM UTC"
@dent_man8020,Don't talk about love with your dirty mouth. Brush your teeth.,16460,"Dec 7, 2023 · 2:04 PM UTC"
@arcanecovet,"stay informed about everything going on in palestine rn, keep speaking up, keep donating, spread this information because the lives of thousands depend on it",422,"Dec 7, 2023 · 10:05 PM UTC"
@sasa_ghada,You guys...I just saw all your amazing comments & messages. Thank you sooo much. I can honestly hardly keep up with devastation in Palestine to worry about myself. But this community protects us & keeps us going 🙏 I'm okay and I will be filing a report.,8,"Dec 8, 2023 · 3:36 AM UTC"
@SaraSewsIdols,fucking white nationalists using the free Palestine movement to commit heinous antisemitic crimes. Just turned on the news with my mom to see that a gunman yelled free Palestine and shot his gun outside an Albany synagogue tonight while children were inside celebrating Hanukkah.,2,"Dec 8, 2023 · 3:36 AM UTC"
@muhammadshehad2,THESE ARE NOT HAMAS MEMBERS!  Among the identified detainees is prominent journalist Diaa al-Kahlout from al-Araby TV.  They were detained at a UN school turned shelter  Do journalists ever bother to do the tiniest bit of fact-checking & verification before amplifying propaganda?,24095,"Dec 7, 2023 · 4:15 PM UTC"
@prolpo,you will be a loathsome figure in history for backing a fascist-led military in ukraine while also facilitating a genocide in palestine under the guise of fighting anti-semitism. scum bag.,8,"Dec 8, 2023 · 3:36 AM UTC"
@VABVOX,"#NEW  Shots fired outside Temple Israel synagogue in Albany, NY Wednesday prior to the beginning of #Hanukkah at sundown. Children were still in preschool, which was placed on lockdown. A man who police say shouted ""Free Palestine"" was arrested.",60,"Dec 7, 2023 · 11:50 PM UTC"
@Kristolfan93,Palestine isn’t a collection of mostly reasonable people having an ideological difference or seeking redress for a historical wrong. It’s a group of people with extreme internal problems that hardly conceivable by those in the western world 1/2,0,"Dec 8, 2023 · 3:36 AM UTC"
@Hanine09,"Israel has bombed Syria, Egypt, Lebanon and Palestine. With full impunity.",214,"Dec 7, 2023 · 3:12 PM UTC"
@Resist_05,The Rothschild family paid out the British Government to create Israel under the Zionist Foundation…  The Balfour Declaration would create a Zionist Jewish state in Palestine…  Eventually over the next 100 years the Rothschild family would ensure Israel would become what was once Palestine.,10165,"Oct 17, 2023 · 2:02 AM UTC"
@adliehassan,"Dear @Israel ,  You may think that you’re winning the war but you will never win the hearts and minds of the people of the world.   The human resistance is unstoppable and inevitable. Any more attempts to deceive us will result in more financial and credibility damage.   This illusion you have taken years to built is being decimated in a blink of an eye. And the ground beneath you is trembling. You feel it don’t you?😏  You are drained. Monetarily you are doomed. Spiritually you have none.  Enjoy your “win” while it briefly lasts.",350,"Dec 7, 2023 · 7:12 AM UTC"
@BellaMorne,Mia khalifa stands with Palestine why not you?,41,"Dec 8, 2023 · 3:28 AM UTC"
@winterhartarts,HELL YES LET’S GO TEARS OF THE KINGDOM,0,"Dec 8, 2023 · 3:36 AM UTC"
@GhassanAbuSitt1,"Release Dr Mohammad Abu Silmiyah, Medical Director of Shifa Hospital. Arrested by the Israeli army.",11613,"Dec 7, 2023 · 10:03 AM UTC"
@thoudamienthorn,bruh,0,"Dec 8, 2023 · 3:36 AM UTC"
@kthalps,"He's gone. They killed him. Refaat Alareer @itranslate123, father, husband, co-editor of Gaza Unsilenced (2015) editor of (and a contributor to) Gaza Writes Back (2014), contributor to Electronic @intifada.",14559,"Dec 7, 2023 · 7:43 PM UTC"
@bracing,"Bethlehem is in Palestine. This is from a Christian church there. (Many Palestinians are Christians, a fact American christofascists don’t seem to know)",0,"Dec 8, 2023 · 3:36 AM UTC"
@ProfSunnySingh,"I get this feeling. But for the first time in my life (and yes including pre-socmed decades), I am watching a shift regarding Palestine.  That is decades of resistance that seemingly had no impact bearing fruit. All ‘stupid fucking tweets’ are part of that! ✊🏽",127,"Dec 7, 2023 · 8:35 AM UTC"
